Test_Number,Experiment_ID,Profile,Start_X,Start_Y,Goal_X,Goal_Y,Euclidean_Distance,Dijkstra_Success,Dijkstra_Path_Length,Dijkstra_Cost,AStar_Success,AStar_Path_Length,AStar_Cost,Safety_Success,Safety_Path_Length,Safety_Cost,Balanced_Success,Balanced_Path_Length,Balanced_Cost
6,22,Defensive,287.98,376.98,449.21,134.94,290.83,1,25,48.0,1,25,48.0,1,25,4.8,1,25,5.2362
6,22,Dynamic,287.98,376.98,449.21,134.94,290.83,1,25,24.0,1,25,24.273,1,25,2.4,1,25,3.8594
6,23,Offensive,162.95,57.26,466.86,314.85,398.39,1,37,44.7068,1,37,45.1772,1,56,57.2477,1,37,14.8872
6,23,Neutral,162.95,57.26,466.86,314.85,398.39,1,37,56.7068,1,37,56.7068,1,56,59.081,1,39,17.7923
6,23,Defensive,162.95,57.26,466.86,314.85,398.39,1,37,80.7068,1,37,80.7068,1,56,62.7477,1,38,25.8714
6,23,Dynamic,162.95,57.26,466.86,314.85,398.39,1,37,45.3735,1,37,45.8438,1,56,57.281,1,37,17.0015
6,24,Offensive,426.77,354.89,298.17,50.64,330.31,1,33,34.3117,1,33,34.3803,1,34,24.9811,1,34,13.8571
6,24,Neutral,426.77,354.89,298.17,50.64,330.31,1,33,44.9784,1,33,45.047,1,34,26.0811,1,33,8.8999
6,24,Defensive,426.77,354.89,298.17,50.64,330.31,1,32,66.2417,1,32,66.2417,1,34,28.2811,1,33,13.3498
6,24,Dynamic,426.77,354.89,298.17,50.64,330.31,1,33,34.6451,1,33,34.7136,1,34,25.0144,1,34,14.5798
6,25,Offensive,179.97,240.54,323.61,304.95,157.42,1,16,23.0607,1,16,23.0671,1,27,2.6,1,22,8.4942
6,25,Neutral,179.97,240.54,323.61,304.95,157.42,1,16,28.0607,1,16,28.0607,1,27,3.4667,1,30,3.5409
6,25,Defensive,179.97,240.54,323.61,304.95,157.42,1,16,38.0607,1,16,38.0607,1,27,5.2,1,30,5.2587
6,25,Dynamic,179.97,240.54,323.61,304.95,157.42,1,16,24.0607,1,16,24.0671,1,27,2.6,1,22,9.7872
6,26,Offensive,188.21,54.93,259.77,88.98,79.25,1,8,8.6193,1,8,8.6193,1,8,16.8933,1,8,1.7708
6,26,Neutral,188.21,54.93,259.77,88.98,79.25,1,8,10.9527,1,8,10.9527,1,8,17.1266,1,8,2.3611
6,26,Defensive,188.21,54.93,259.77,88.98,79.25,1,8,15.6193,1,8,15.6193,1,8,17.5933,1,8,3.5416
6,26,Dynamic,188.21,54.93,259.77,88.98,79.25,1,8,8.9527,1,8,8.9527,1,8,16.9266,1,8,2.3255
6,27,Offensive,325.01,412.01,328.53,113.37,298.66,1,31,30.0247,1,31,30.0247,1,31,3.2473,1,31,3.2221
6,27,Neutral,325.01,412.01,328.53,113.37,298.66,1,31,40.0247,1,31,40.0247,1,31,4.2473,1,31,4.2961
6,27,Defensive,325.01,412.01,328.53,113.37,298.66,1,31,60.0247,1,31,60.0247,1,31,6.2473,1,31,6.4441
6,27,Dynamic,325.01,412.01,328.53,113.37,298.66,1,31,30.0247,1,31,30.0247,1,31,3.2473,1,31,3.2221
6,28,Offensive,435.78,382.51,344.8,249.76,160.93,1,16,24.3116,1,15,24.6892,1,27,2.6,1,19,8.7526
6,28,Neutral,435.78,382.51,344.8,249.76,160.93,1,15,29.1829,1,15,29.1829,1,27,3.4667,1,19,11.2138
6,28,Defensive,435.78,382.51,344.8,249.76,160.93,1,15,38.5162,1,15,38.5162,1,27,5.2,1,26,4.0201
6,28,Dynamic,435.78,382.51,344.8,249.76,160.93,1,26,25.0686,1,26,25.0717,1,27,2.6,1,19,8.7526
6,29,Offensive,404.76,103.82,384.64,157.58,57.4,1,10,10.5665,1,10,10.5665,1,11,7.5152,1,10,2.9789
6,29,Neutral,404.76,103.82,384.64,157.58,57.4,1,9,13.4658,1,9,13.4658,1,11,7.8485,1,11,2.9033
6,29,Defensive,404.76,103.82,384.64,157.58,57.4,1,9,18.7991,1,9,18.7991,1,11,8.5152,1,11,2.7176
6,29,Dynamic,404.76,103.82,384.64,157.58,57.4,1,10,10.5665,1,10,10.5665,1,11,7.5152,1,10,2.9789
6,30,Offensive,476.15,22.4,50.57,316.9,517.54,1,44,45.93,1,44,45.93,1,51,5.0,1,44,11.3504
6,30,Neutral,476.15,22.4,50.57,316.9,517.54,1,44,60.2633,1,44,60.3021,1,51,6.6667,1,45,14.6964
6,30,Defensive,476.15,22.4,50.57,316.9,517.54,1,44,88.93,1,44,88.93,1,51,10.0,1,48,18.0916
6,30,Dynamic,476.15,22.4,50.57,316.9,517.54,1,44,45.93,1,44,45.93,1,51,5.0,1,44,11.3504
6,31,Offensive,127.59,431.38,222.62,91.68,352.75,1,45,47.0123,1,46,48.3024,1,46,32.471,1,44,17.5625
6,31,Neutral,127.59,431.38,222.62,91.68,352.75,1,35,60.929,1,35,60.929,1,46,33.971,1,47,16.4518
6,31,Defensive,127.59,431.38,222.62,91.68,352.75,1,35,83.5956,1,35,83.5956,1,46,36.971,1,48,21.6513
6,31,Dynamic,127.59,431.38,222.62,91.68,352.75,1,45,47.3457,1,46,48.6358,1,46,32.5044,1,47,14.901
6,32,Offensive,184.01,125.9,463.69,368.69,370.36,1,40,39.9764,1,40,40.3375,1,41,13.0781,1,40,9.0529
6,32,Neutral,184.01,125.9,463.69,368.69,370.36,1,40,52.9764,1,40,52.9764,1,41,14.4115,1,40,9.7001
6,32,Defensive,184.01,125.9,463.69,368.69,370.36,1,32,75.9628,1,32,75.9628,1,41,17.0781,1,40,12.2695
6,32,Dynamic,184.01,125.9,463.69,368.69,370.36,1,40,39.9764,1,40,40.3375,1,41,13.0781,1,40,8.7701
6,33,Offensive,233.2,418.05,367.5,58.99,383.35,1,37,36.0,1,37,36.0798,1,37,3.6,1,37,4.6167
6,33,Neutral,233.2,418.05,367.5,58.99,383.35,1,37,48.0,1,37,48.0,1,37,4.8,1,37,6.1556
6,33,Defensive,233.2,418.05,367.5,58.99,383.35,1,37,72.0,1,37,72.0,1,37,7.2,1,37,9.2334
6,33,Dynamic,233.2,418.05,367.5,58.99,383.35,1,37,36.0,1,37,36.0798,1,37,3.6,1,37,4.6167
6,34,Offensive,324.41,440.77,38.49,118.02,431.19,1,47,49.9808,1,47,50.6161,1,68,25.3255,1,47,16.4993
6,34,Neutral,324.41,440.77,38.49,118.02,431.19,1,46,65.2285,1,46,65.2285,1,68,27.5588,1,49,17.257
6,34,Defensive,324.41,440.77,38.49,118.02,431.19,1,38,91.5016,1,38,91.5016,1,68,32.0255,1,49,24.3045
6,34,Dynamic,324.41,440.77,38.49,118.02,431.19,1,47,50.3142,1,47,50.9494,1,68,25.3588,1,47,17.1202
6,35,Offensive,390.29,40.37,360.7,41.59,29.61,1,4,4.1782,1,4,4.1782,1,4,12.0817,1,4,1.204
6,35,Neutral,390.29,40.37,360.7,41.59,29.61,1,4,5.1782,1,4,5.1782,1,4,12.1817,1,4,1.6053
6,35,Defensive,390.29,40.37,360.7,41.59,29.61,1,4,7.1782,1,4,7.1782,1,4,12.3817,1,4,2.408
6,35,Dynamic,390.29,40.37,360.7,41.59,29.61,1,4,4.1782,1,4,4.1782,1,4,12.0817,1,4,1.204
6,36,Offensive,444.49,134.12,270.52,420.3,334.91,1,30,32.8231,1,30,32.8231,1,32,24.3894,1,32,5.6307
6,36,Neutral,444.49,134.12,270.52,420.3,334.91,1,30,42.4898,1,30,42.4898,1,32,25.4227,1,32,7.5076
6,36,Defensive,444.49,134.12,270.52,420.3,334.91,1,30,61.8231,1,30,61.8231,1,32,27.4894,1,32,11.2614
6,36,Dynamic,444.49,134.12,270.52,420.3,334.91,1,32,33.4623,1,32,33.4623,1,32,24.4227,1,32,6.3285
6,37,Offensive,399.61,104.22,72.52,175.55,334.79,1,35,37.6671,1,35,37.6671,1,47,31.6641,1,35,7.5064
6,37,Neutral,399.61,104.22,72.52,175.55,334.79,1,35,49.0004,1,35,49.0004,1,47,33.1974,1,35,10.0009
6,37,Defensive,399.61,104.22,72.52,175.55,334.79,1,33,70.7966,1,33,70.7966,1,45,36.147,1,35,15.0014
6,37,Dynamic,399.61,104.22,72.52,175.55,334.79,1,35,37.6671,1,35,37.6671,1,47,31.6641,1,35,7.5064
6,38,Offensive,130.68,134.5,50.54,470.08,345.02,1,39,38.9938,1,40,39.508,1,42,4.896,1,40,5.5789
6,38,Neutral,130.68,134.5,50.54,470.08,345.02,1,39,51.6605,1,39,51.6605,1,42,6.2627,1,40,6.816
6,38,Defensive,130.68,134.5,50.54,470.08,345.02,1,35,76.2881,1,35,76.2881,1,42,8.996,1,40,10.2241
6,38,Dynamic,130.68,134.5,50.54,470.08,345.02,1,39,38.9938,1,40,39.508,1,42,4.896,1,40,5.5789
6,39,Offensive,478.29,46.77,459.86,340.54,294.35,1,31,30.7033,1,31,30.7644,1,33,3.2,1,31,3.8773
6,39,Neutral,478.29,46.77,459.86,340.54,294.35,1,31,40.7033,1,31,40.7033,1,33,4.2667,1,31,5.1697
6,39,Defensive,478.29,46.77,459.86,340.54,294.35,1,31,60.7033,1,31,60.7033,1,33,6.4,1,31,7.7545
6,39,Dynamic,478.29,46.77,459.86,340.54,294.35,1,31,30.7033,1,31,30.7644,1,33,3.2,1,31,3.8773
6,40,Offensive,92.52,430.13,352.39,365.53,267.78,1,30,33.8781,1,30,34.3835,1,47,34.407,1,32,8.011
6,40,Neutral,92.52,430.13,352.39,365.53,267.78,1,29,43.3467,1,29,43.3467,1,47,35.9404,1,32,10.1793
6,40,Defensive,92.52,430.13,352.39,365.53,267.78,1,27,61.5501,1,27,61.5501,1,47,39.007,1,32,15.2689
6,40,Dynamic,92.52,430.13,352.39,365.53,267.78,1,30,34.5447,1,30,35.0502,1,47,34.4404,1,32,8.9486
6,41,Offensive,278.16,211.17,395.9,378.37,204.49,1,26,28.6083,1,26,28.6083,1,37,28.4876,1,26,5.2764
6,41,Neutral,278.16,211.17,395.9,378.37,204.49,1,18,34.917,1,18,34.917,1,37,29.6876,1,26,7.0352
6,41,Defensive,278.16,211.17,395.9,378.37,204.49,1,17,45.7007,1,17,45.7007,1,37,32.0876,1,27,10.1392
6,41,Dynamic,278.16,211.17,395.9,378.37,204.49,1,26,28.9416,1,26,28.9416,1,37,28.5209,1,26,5.93
6,42,Offensive,316.69,112.24,278.42,444.35,334.31,1,34,33.0357,1,34,33.3334,1,35,3.4,1,34,4.3767
6,42,Neutral,316.69,112.24,278.42,444.35,334.31,1,34,44.0357,1,34,44.0357,1,35,4.5333,1,34,5.5923
6,42,Defensive,316.69,112.24,278.42,444.35,334.31,1,34,66.0357,1,34,66.0357,1,35,6.8,1,34,8.3884
6,42,Dynamic,316.69,112.24,278.42,444.35,334.31,1,34,33.0357,1,34,33.3334,1,35,3.4,1,34,4.3767
6,43,Offensive,268.8,339.36,199.58,41.7,305.6,1,30,32.5362,1,30,33.1392,1,32,34.5893,1,30,12.929
6,43,Neutral,268.8,339.36,199.58,41.7,305.6,1,30,42.2029,1,30,42.4181,1,32,35.6226,1,35,11.2583
6,43,Defensive,268.8,339.36,199.58,41.7,305.6,1,30,61.5362,1,30,61.5362,1,32,37.6893,1,33,14.6191
6,43,Dynamic,268.8,339.36,199.58,41.7,305.6,1,30,32.8695,1,30,33.4725,1,32,34.6226,1,33,10.0865
6,44,Offensive,166.18,418.91,208.23,260.96,163.45,1,18,26.0802,1,18,26.0926,1,29,51.3988,1,18,9.985
6,44,Neutral,166.18,418.91,208.23,260.96,163.45,1,17,31.7244,1,17,31.7367,1,29,52.3322,1,18,13.3134
6,44,Defensive,166.18,418.91,208.23,260.96,163.45,1,16,42.2075,1,16,42.2075,1,29,54.1988,1,19,19.7969
6,44,Dynamic,166.18,418.91,208.23,260.96,163.45,1,18,27.0802,1,18,27.0926,1,29,51.4322,1,18,12.2401
6,45,Offensive,288.73,223.23,89.71,167.29,206.73,1,21,30.4468,1,21,30.5133,1,46,41.0826,1,23,10.6616
6,45,Neutral,288.73,223.23,89.71,167.29,206.73,1,21,37.1135,1,21,37.1135,1,46,42.5826,1,23,13.971
6,45,Defensive,288.73,223.23,89.71,167.29,206.73,1,21,50.4468,1,21,50.4468,1,46,45.5826,1,31,14.9011
6,45,Dynamic,288.73,223.23,89.71,167.29,206.73,1,21,31.7801,1,21,31.8466,1,46,41.1159,1,23,12.7955
6,46,Offensive,446.74,328.89,384.76,331.29,62.02,1,11,12.4949,1,10,12.6994,1,12,24.6125,1,11,3.2716
6,46,Neutral,446.74,328.89,384.76,331.29,62.02,1,10,15.6994,1,10,15.6994,1,12,24.9792,1,11,4.3622
6,46,Defensive,446.74,328.89,384.76,331.29,62.02,1,10,21.6994,1,10,21.6994,1,12,25.7125,1,11,6.5432
6,46,Dynamic,446.74,328.89,384.76,331.29,62.02,1,11,12.4949,1,10,12.6994,1,12,24.6125,1,11,3.2716
6,47,Offensive,131.28,355.61,261.39,38.19,343.06,1,33,32.0,1,33,32.2811,1,33,3.2,1,33,4.0576
6,47,Neutral,131.28,355.61,261.39,38.19,343.06,1,33,42.6667,1,33,42.6667,1,33,4.2667,1,33,5.4101
6,47,Defensive,131.28,355.61,261.39,38.19,343.06,1,33,64.0,1,33,64.0,1,33,6.4,1,33,8.1152
6,47,Dynamic,131.28,355.61,261.39,38.19,343.06,1,33,32.0,1,33,32.2811,1,33,3.2,1,33,4.0576
6,48,Offensive,124.81,128.17,288.83,277.59,221.88,1,20,30.0156,1,20,30.1145,1,34,24.9162,1,23,11.0915
6,48,Neutral,124.81,128.17,288.83,277.59,221.88,1,20,36.349,1,20,36.4478,1,34,26.0162,1,23,14.7887
6,48,Defensive,124.81,128.17,288.83,277.59,221.88,1,20,49.0156,1,20,49.0156,1,34,28.2162,1,31,10.3385
6,48,Dynamic,124.81,128.17,288.83,277.59,221.88,1,21,30.8959,1,21,30.9948,1,34,24.9162,1,23,12.3612
6,49,Offensive,176.71,424.51,389.48,186.65,319.13,1,26,33.173,1,30,35.1402,1,35,20.0226,1,25,12.2388
6,49,Neutral,176.71,424.51,389.48,186.65,319.13,1,25,41.4838,1,26,41.5063,1,35,21.156,1,35,9.8169
6,49,Defensive,176.71,424.51,389.48,186.65,319.13,1,25,57.4838,1,25,57.4838,1,35,23.4226,1,35,13.6494
6,49,Dynamic,176.71,424.51,389.48,186.65,319.13,1,26,34.173,1,30,35.4735,1,35,20.056,1,34,8.6251
6,50,Offensive,29.09,340.66,427.16,45.54,495.54,1,42,44.3692,1,42,45.6087,1,44,22.8614,1,42,12.3856
6,50,Neutral,29.09,340.66,427.16,45.54,495.54,1,42,58.0358,1,42,58.0746,1,44,24.2947,1,43,14.5352
6,50,Defensive,29.09,340.66,427.16,45.54,495.54,1,42,85.3692,1,42,85.3692,1,44,27.1614,1,44,19.772
6,50,Dynamic,29.09,340.66,427.16,45.54,495.54,1,42,44.7025,1,42,45.942,1,44,22.8947,1,42,13.0043
6,51,Offensive,254.33,326.72,105.46,49.83,314.36,1,29,41.5536,1,38,42.6333,1,43,16.4812,1,29,18.8605
6,51,Neutral,254.33,326.72,105.46,49.83,314.36,1,29,50.887,1,29,50.8993,1,43,17.8812,1,43,10.2088
6,51,Defensive,254.33,326.72,105.46,49.83,314.36,1,29,69.5536,1,29,69.5536,1,43,20.6812,1,43,14.0658
6,51,Dynamic,254.33,326.72,105.46,49.83,314.36,1,29,42.2208,1,38,42.6333,1,43,16.4812,1,42,10.6842
6,52,Offensive,466.19,291.25,109.92,269.4,356.94,1,41,48.6994,1,41,48.7026,1,44,85.3338,1,41,17.4584
6,52,Neutral,466.19,291.25,109.92,269.4,356.94,1,41,62.0327,1,41,62.0327,1,44,86.7671,1,41,20.6688
6,52,Defensive,466.19,291.25,109.92,269.4,356.94,1,41,88.6994,1,41,88.6994,1,44,89.6338,1,41,30.292
6,52,Dynamic,466.19,291.25,109.92,269.4,356.94,1,41,50.0327,1,41,50.0359,1,44,85.4671,1,41,23.2599
6,53,Offensive,295.99,279.46,272.78,43.17,237.42,1,24,23.1839,1,24,23.1839,1,25,2.4,1,24,2.0027
6,53,Neutral,295.99,279.46,272.78,43.17,237.42,1,24,30.8505,1,24,30.8505,1,25,3.2,1,24,2.6702
6,53,Defensive,295.99,279.46,272.78,43.17,237.42,1,24,46.1839,1,24,46.1839,1,25,4.8,1,24,4.0053
6,53,Dynamic,295.99,279.46,272.78,43.17,237.42,1,24,23.1839,1,24,23.1839,1,25,2.4,1,24,2.0027
6,54,Offensive,255.25,327.3,79.73,400.34,190.11,1,19,27.2826,1,19,27.2826,1,30,23.6455,1,19,11.2076
6,54,Neutral,255.25,327.3,79.73,400.34,190.11,1,19,33.2826,1,19,33.2826,1,30,24.6122,1,44,9.2665
6,54,Defensive,255.25,327.3,79.73,400.34,190.11,1,19,45.2826,1,19,45.2826,1,30,26.5455,1,45,10.3774
6,54,Dynamic,255.25,327.3,79.73,400.34,190.11,1,19,28.2826,1,19,28.2826,1,30,23.6788,1,44,7.6484
6,55,Offensive,402.75,48.3,172.37,32.36,230.93,1,24,27.5468,1,24,27.5468,1,24,47.7681,1,24,6.3838
6,55,Neutral,402.75,48.3,172.37,32.36,230.93,1,24,35.2135,1,24,35.2135,1,24,48.5347,1,24,8.5117
6,55,Defensive,402.75,48.3,172.37,32.36,230.93,1,24,50.5468,1,24,50.5468,1,24,50.0681,1,24,12.7675
6,55,Dynamic,402.75,48.3,172.37,32.36,230.93,1,24,27.8801,1,24,27.8801,1,24,47.8014,1,24,7.433
6,56,Offensive,277.6,39.93,380.32,447.25,420.07,1,42,49.653,1,42,49.7966,1,53,68.9897,1,55,20.3714
6,56,Neutral,277.6,39.93,380.32,447.25,420.07,1,42,63.3197,1,42,63.3197,1,53,70.723,1,59,20.1123
6,56,Defensive,277.6,39.93,380.32,447.25,420.07,1,42,90.653,1,42,90.653,1,53,74.1897,1,60,28.6147
6,56,Dynamic,277.6,39.93,380.32,447.25,420.07,1,42,50.9863,1,42,51.13,1,53,69.123,1,55,25.0771
6,57,Offensive,171.54,134.24,371.74,74.18,209.02,1,21,23.5979,1,21,23.5979,1,21,37.9794,1,21,4.9543
6,57,Neutral,171.54,134.24,371.74,74.18,209.02,1,21,30.2646,1,21,30.2646,1,21,38.6461,1,21,6.6057
6,57,Defensive,171.54,134.24,371.74,74.18,209.02,1,21,43.5979,1,21,43.5979,1,21,39.9794,1,21,9.9085
6,57,Dynamic,171.54,134.24,371.74,74.18,209.02,1,21,23.9313,1,21,23.9313,1,21,38.0128,1,21,5.8973
6,58,Offensive,323.69,227.02,407.11,138.87,121.36,1,11,14.718,1,11,14.718,1,12,42.0801,1,11,5.0663
6,58,Neutral,323.69,227.02,407.11,138.87,121.36,1,10,17.9106,1,10,17.9106,1,12,42.4467,1,12,5.9588
6,58,Defensive,323.69,227.02,407.11,138.87,121.36,1,10,23.9106,1,10,23.9106,1,12,43.1801,1,12,8.9382
6,58,Dynamic,323.69,227.02,407.11,138.87,121.36,1,11,15.0514,1,11,15.0514,1,12,42.1134,1,11,6.0918
6,59,Offensive,277.41,80.48,293.11,201.83,122.36,1,13,14.3759,1,13,14.3759,1,15,18.8749,1,15,2.6379
6,59,Neutral,277.41,80.48,293.11,201.83,122.36,1,13,18.3759,1,13,18.3759,1,15,19.3416,1,14,4.0222
6,59,Defensive,277.41,80.48,293.11,201.83,122.36,1,13,26.3759,1,13,26.3759,1,15,20.2749,1,15,4.5088
6,59,Dynamic,277.41,80.48,293.11,201.83,122.36,1,13,14.7092,1,13,14.7092,1,15,18.9083,1,15,3.2204
6,60,Offensive,338.28,21.44,158.04,231.64,276.9,1,25,27.3282,1,29,29.0132,1,30,9.5105,1,29,4.5885
6,60,Neutral,338.28,21.44,158.04,231.64,276.9,1,25,35.3282,1,25,35.3282,1,30,10.4772,1,29,5.5156
6,60,Defensive,338.28,21.44,158.04,231.64,276.9,1,24,50.8401,1,24,50.8401,1,30,12.4105,1,29,7.6547
6,60,Dynamic,338.28,21.44,158.04,231.64,276.9,1,25,27.6616,1,29,29.0132,1,30,9.5105,1,29,4.5885
6,61,Offensive,392.18,235.15,230.92,23.31,266.25,1,22,21.0,1,22,21.0,1,22,2.1,1,22,1.7347
6,61,Neutral,392.18,235.15,230.92,23.31,266.25,1,22,28.0,1,22,28.0,1,22,2.8,1,22,2.3129
6,61,Defensive,392.18,235.15,230.92,23.31,266.25,1,22,42.0,1,22,42.0,1,22,4.2,1,22,3.4694
6,61,Dynamic,392.18,235.15,230.92,23.31,266.25,1,22,21.0,1,22,21.0,1,22,2.1,1,22,1.7347
6,62,Offensive,363.76,331.87,166.65,276.83,204.65,1,26,35.5591,1,26,35.5591,1,51,75.8817,1,31,14.0897
6,62,Neutral,363.76,331.87,166.65,276.83,204.65,1,25,43.8748,1,25,43.8748,1,51,77.5484,1,32,17.7991
6,62,Defensive,363.76,331.87,166.65,276.83,204.65,1,25,59.8748,1,25,59.8748,1,51,80.8817,1,32,23.2786
6,62,Dynamic,363.76,331.87,166.65,276.83,204.65,1,26,37.8925,1,26,37.8925,1,51,76.015,1,32,20.2172
6,63,Offensive,302.87,200.16,124.81,120.8,194.95,1,23,26.8448,1,23,26.8448,1,25,47.7073,1,24,9.1165
6,63,Neutral,302.87,200.16,124.81,120.8,194.95,1,23,34.1782,1,23,34.1782,1,25,48.5073,1,24,9.6028
6,63,Defensive,302.87,200.16,124.81,120.8,194.95,1,23,48.8448,1,23,48.8448,1,25,50.1073,1,24,13.7919
6,63,Dynamic,302.87,200.16,124.81,120.8,194.95,1,23,27.1782,1,23,27.1782,1,25,47.7406,1,24,10.2017
6,64,Offensive,355.1,371.37,377.97,149.65,222.9,1,28,28.7607,1,28,29.0337,1,32,14.0109,1,25,10.4084
6,64,Neutral,355.1,371.37,377.97,149.65,222.9,1,28,37.7607,1,28,37.7607,1,32,15.0443,1,25,13.8779
6,64,Defensive,355.1,371.37,377.97,149.65,222.9,1,27,55.6658,1,27,55.6658,1,32,17.1109,1,31,9.4244
6,64,Dynamic,355.1,371.37,377.97,149.65,222.9,1,28,28.7607,1,28,29.0337,1,32,14.0109,1,25,10.4084
6,65,Offensive,204.45,420.79,366.7,476.41,171.52,1,17,16.2639,1,17,16.2639,1,17,4.2393,1,17,1.1198
6,65,Neutral,204.45,420.79,366.7,476.41,171.52,1,17,21.5973,1,17,21.5973,1,17,4.7726,1,17,1.4931
6,65,Defensive,204.45,420.79,366.7,476.41,171.52,1,17,32.2639,1,17,32.2639,1,17,5.8393,1,17,2.2396
6,65,Dynamic,204.45,420.79,366.7,476.41,171.52,1,17,16.2639,1,17,16.2639,1,17,4.2393,1,17,1.1198
6,66,Offensive,416.22,295.27,468.49,64.83,236.29,1,24,30.3202,1,24,30.3202,1,24,75.5015,1,24,9.3243
6,66,Neutral,416.22,295.27,468.49,64.83,236.29,1,24,37.9868,1,24,37.9868,1,24,76.2682,1,24,12.4324
6,66,Defensive,416.22,295.27,468.49,64.83,236.29,1,24,53.3202,1,24,53.3202,1,24,77.8015,1,24,18.3335
6,66,Dynamic,416.22,295.27,468.49,64.83,236.29,1,24,31.3202,1,24,31.3202,1,24,75.6015,1,24,12.8371
6,67,Offensive,260.01,406.55,354.53,365.83,102.92,1,12,15.8781,1,12,15.8781,1,34,33.107,1,14,4.168
6,67,Neutral,260.01,406.55,354.53,365.83,102.92,1,12,19.5447,1,12,19.5447,1,34,34.207,1,14,5.5574
6,67,Defensive,260.01,406.55,354.53,365.83,102.92,1,10,26.2978,1,10,26.2978,1,34,36.407,1,14,8.3361
6,67,Dynamic,260.01,406.55,354.53,365.83,102.92,1,12,16.5447,1,12,16.5447,1,34,33.1404,1,14,5.1056
6,68,Offensive,203.02,477.79,439.0,292.71,299.9,1,26,46.3706,1,26,46.3706,1,34,158.2262,1,32,20.5464
6,68,Neutral,203.02,477.79,439.0,292.71,299.9,1,26,54.7039,1,26,54.7039,1,34,159.3262,1,32,27.3951
6,68,Defensive,203.02,477.79,439.0,292.71,299.9,1,25,71.1173,1,25,71.1173,1,34,161.5262,1,33,38.1037
6,68,Dynamic,203.02,477.79,439.0,292.71,299.9,1,28,48.8298,1,28,48.8298,1,34,158.4262,1,32,32.059
6,69,Offensive,377.1,349.54,166.6,134.89,300.64,1,32,46.8516,1,33,47.1027,1,55,65.9708,1,37,18.1179
6,69,Neutral,377.1,349.54,166.6,134.89,300.64,1,32,57.185,1,32,57.185,1,55,67.7708,1,48,18.8796
6,69,Defensive,377.1,349.54,166.6,134.89,300.64,1,23,73.6223,1,23,73.6223,1,55,71.3708,1,47,26.2972
6,69,Dynamic,377.1,349.54,166.6,134.89,300.64,1,36,48.5748,1,36,48.5748,1,55,66.1041,1,48,20.2172
6,70,Offensive,23.78,54.7,389.07,233.61,406.75,1,40,39.0,1,38,40.6372,1,40,3.9,1,40,8.8927
6,70,Neutral,23.78,54.7,389.07,233.61,406.75,1,40,52.0,1,40,52.0474,1,40,5.2,1,40,11.8569
6,70,Defensive,23.78,54.7,389.07,233.61,406.75,1,37,77.0559,1,37,77.0559,1,40,7.8,1,41,16.5697
6,70,Dynamic,23.78,54.7,389.07,233.61,406.75,1,40,39.0,1,38,40.6372,1,40,3.9,1,40,8.8927
6,71,Offensive,373.13,274.26,25.58,74.26,400.99,1,44,44.6758,1,39,44.9779,1,44,21.0581,1,43,10.1334
6,71,Neutral,373.13,274.26,25.58,74.26,400.99,1,39,57.4628,1,39,57.5617,1,44,22.4914,1,44,11.8314
6,71,Defensive,373.13,274.26,25.58,74.26,400.99,1,39,82.7962,1,39,82.7962,1,44,25.3581,1,44,17.747
6,71,Dynamic,373.13,274.26,25.58,74.26,400.99,1,44,45.0091,1,39,45.3112,1,44,21.0914,1,43,10.91
6,72,Offensive,452.27,377.88,393.5,81.65,302.0,1,31,30.0,1,30,30.1123,1,31,3.0,1,31,5.9561
6,72,Neutral,452.27,377.88,393.5,81.65,302.0,1,30,39.7104,1,30,39.7104,1,31,4.0,1,31,4.8307
6,72,Defensive,452.27,377.88,393.5,81.65,302.0,1,30,59.0437,1,30,59.0437,1,31,6.0,1,31,6.9616
6,72,Dynamic,452.27,377.88,393.5,81.65,302.0,1,31,30.0,1,30,30.1123,1,31,3.0,1,31,5.9561
6,73,Offensive,388.58,334.53,167.73,108.79,315.8,1,31,45.5668,1,31,47.6323,1,58,89.5369,1,41,17.5611
6,73,Neutral,388.58,334.53,167.73,108.79,315.8,1,31,55.5668,1,31,55.5668,1,58,91.4369,1,41,22.082
6,73,Defensive,388.58,334.53,167.73,108.79,315.8,1,31,75.5668,1,31,75.5668,1,58,95.2369,1,55,32.995
6,73,Dynamic,388.58,334.53,167.73,108.79,315.8,1,31,47.2335,1,31,47.2335,1,58,89.6036,1,41,19.3719
6,74,Offensive,268.68,250.76,272.23,424.65,173.93,1,18,21.8153,1,18,21.8153,1,20,33.1119,1,20,4.5063
6,74,Neutral,268.68,250.76,272.23,424.65,173.93,1,18,27.482,1,18,27.482,1,20,33.7452,1,20,6.0084
6,74,Defensive,268.68,250.76,272.23,424.65,173.93,1,18,38.8153,1,18,38.8153,1,20,35.0119,1,20,9.0126
6,74,Dynamic,268.68,250.76,272.23,424.65,173.93,1,20,22.4545,1,20,22.4545,1,20,33.1452,1,20,5.204
6,75,Offensive,254.02,215.91,463.93,304.22,227.73,1,27,36.9718,1,27,36.975,1,39,42.689,1,29,13.2471
6,75,Neutral,254.02,215.91,463.93,304.22,227.73,1,27,45.6385,1,27,45.6385,1,39,43.9557,1,29,16.3951
6,75,Defensive,254.02,215.91,463.93,304.22,227.73,1,27,62.9718,1,27,62.9718,1,39,46.489,1,38,16.0695
6,75,Dynamic,254.02,215.91,463.93,304.22,227.73,1,27,38.3052,1,27,38.3084,1,39,42.7224,1,29,16.3573
